,Unnamed: 0,text,tokenized,pseudo_label
982,982,목소리 너무 좋고 강의력도 너무 좋으신 분,"['목소리', '너무', '력', '너무', '으신', '분']",0.52910966
983,983,강의하면서 교안을  실시간으로 만들기도 해서 신기한 분,"['면서', '교안', '실시간', '해서', '신기', '분']",0.7563759
984,984, 데이터를 단순히 주어진 기법으로 기계적으로 다루는 것보다 직접 이것을 어떻게 바라보고 해석할 수 있는 것이 중심이라 더욱 보람찬 공부를 만드시는 분,"['데이터', '단순히', '주어진', '기법', '기계', '다루', '직접', '이것', '어떻게', '바라보', '해석', '할', '중심', '라', '더욱', '보람찬', '공부', '만드', '분']",0.9063195
985,985,질문 및 피드백도 엄청 전문적이고 논리적이게 하시고 개개인의 노력에 기반해서 점수도 굉장히 잘 주시는 분,"['질문', '및', '피드백', '엄청', '전문', '논리', '개개인', '노력', '기반', '해서', '굉장히', '분']",0.7294796
986,986,갑작스러운 비대면 강의에 혼란스러운 건 이해하지만제가 듣는 교수님 중에 강의 업로드가 제일 느렸고강의도 그냥 교재 읽는 수준,"['갑작스러운', '비대', '혼란', '스러운', '건', '이해', '제', '듣', '업로드', '제일', '느렸', '그냥', '교재', '읽', '수준']",0.24175626
987,987,첨에는 필기 다 받아적었는데나중에 보니까 교재그냥 요약한거여서 배신감 쩔었다,"['첨', '필기', '받아적', '나중', '니까', '교재', '그냥', '요약', '여서', '배신감', '쩔']",0.7492151
988,988,그리고 시험은 퀴즈두번에 기말 한번이였는데교재 예제 쪼금 변형한 수준이고 한번 낸 문제를 다음 퀴즈에 또 내서이게 분별력이 있을까 싶었다,"['퀴즈', '기말', '였', '교재', '예제', '쪼금', '변형', '수준', '낸', '다음', '퀴즈', '서', '이게', '분별력', '을까']",0.63408875
989,989,팔 튼튼하신분 들으세요,"['팔', '튼튼', '신', '분', '으세요']",0.6966263
990,990,좋은 강의지만 필기하느라 근육 파열되는 기분을 느끼는  바람에 점 뺐어요,"['필기', '느라', '근육', '파열', '기분', '느끼', '바람', '뺐', '어요']",0.7619317
991,991,전공이지만 부담없는 과목 성적도 잘 주신다,"['전공', '부담', '과목', '성적', '신다']",0.79146475
992,992,문화산업에 관해서 파생되는 경제적 가치를 생각해 보기 좋음 굳이 의미를 부려하자면 주식시장 같이 금융시작 등의 소비자들의 소비를 촉진 시키기는 방법을 생각할 수 있는 재밌는강의 하지만 교수님이 알려주는것은 많이 없음 거의 스스로 생각하고 생각을 평가 받는 느낌임,"['문화', '산업', '관해서', '파생', '경제', '가치', '해', '굳이', '의미', '부려', '자면', '주식', '시장', '금융', '시작', '소비자', '소비', '촉진', '방법', '할', '재밌', '알려', '많이', '거의', '스스로', '평가', '느낌', '임']",0.9341949
993,993,진짜 이런 수준 낮은 수업이 전공과목이라는게 놀라움  수업내용 시험 전부 최악이였음내가 진짜 웬만하면 후기같은거 안쓰는데 이거는 좀 심각함,"['진짜', '수준', '낮', '전공', '과목', '라는', '놀라움', '내용', '전부', '최악', '였', '진짜', '웬만', '후기', '쓰', '이거', '심각', '함']",0.295914
994,994,온라인이라 시험없이 레포트 대체였고 과제는 간단한 조사과제 번 있었음솔직히 배우는건 거의 없는 수업이였지만 성적은 잘 주셔서 만족,"['온라인', '라', '없이', '레포트', '대체', '였', '간단', '조사', '솔직히', '배우', '건', '거의', '였', '성적', '셔서', '만족']",0.6956795
995,995,쉬어가는 강의를 원한다면 선택하세요,"['쉬', '원한다면', '선택', '세요']",0.3759143
996,996,학구적인 수업이 아니라 그냥 경제이야기 듣는 수업입니다,"['학구', '인', '라', '그냥', '경제', '이야기', '듣', '입니다']",0.68110234
997,997,그래서인지 출튀하는 사람들 너무 많아요에이플기준은 잘 모르겠지만 그냥저냥하면 무난하게 비플받을 수 있는 수업과제도 어려운거 없고 무난합니다,"['그래서인지', '출', '튀', '너무', '아요', '플', '기준', '겠', '그냥저냥', '무난', '비플', '어려운', '무난', '합니다']",0.5755598
998,998,질문에 답변 잘해주시고 실생활에 관련된 경제과목을 배우는 과목이라 재미있었음,"['질문', '답변', '해', '실생활', '관련', '된', '경제', '과목', '배우', '과목', '라', '재미있']",0.9906817
999,999,과제도 어렵지 않고 시험도 무난해서 학점 받기 좋았음,"['어렵', '무난', '해서']",0.5045434
1000,1000,진짜 웬만하면 이런말 안하는데 등록금 아끼고 싶으면 듣지마세요,"['진짜', '웬만', '등록금', '아끼', '으면', '듣', '마세요']",0.11190876
1001,1001,정말 수업내내 배우는 것도 없고 교수님 썰풀기만 바빠요,"['정말', '내내', '배우', '썰', '풀기', '바빠요']",0.31883213
1002,1002,교수님 고양이 얘기랑 문화경제학이 무슨 연관이 있는거죠,"['고양이', '얘기', '랑', '문화', '경제학', '무슨', '연관', '죠']",0.4696596
1003,1003,왜 수업시간에 영상만 주구장창 트는지도 이해가 안가요,"['왜', '영상', '주구장창', '트', '는지', '이해', '요']",0.118324816
1004,1004,진짜 그래프 이런거 하나도 안배워요,"['진짜', '그래프', '배워요']",0.41385984
1005,1005,과제는 따로 공지를 안해주세요,"['따로', '공지', '해', '세요']",0.48204347
1006,1006,그냥 수업하다 삘받으시면 이거 해서 내하십니다,"['그냥', '삘받으시면', '이거', '해서', '내하', '십니다']",0.62846243
1007,1007,걷는 날짜 따로 말씀 안해주시니까 눈치보다가 잘 내야해요,"['걷', '날짜', '따로', '말씀', '해', '니까', '눈치보', '다가', '야', '해요']",0.30287734
1008,1008,어차피 걷는것도 천차만별이세요,"['어차피', '걷', '천차만별', '세요']",0.3194556
1009,1009,출석도 별로 신경 안쓰세요,"['출석', '별로', '신경', '쓰', '세요']",0.8259554
1010,1010,진짜 반영 안크니까 걱정마세요,"['진짜', '반영', '니까', '걱정', '마세요']",0.0528436
1011,1011,시험은 수업 전주에 질문리스트를 뽑아서 그중에서 나올거라고 말해주세요,"['전주', '질문', '리스트', '뽑', '아서', '나올', '라고', '해', '세요']",0.8949459
1012,1012,아마 여러분은 이 때 한학기동안 본 책 횟수보다 더 많이 책을 보게 될거에요,"['아마', '여러분', '학기', '동안', '본', '책', '횟수', '많이', '책', '될', '에요']",0.8750204
1013,1013,시험은 서술형인데 비포에다가  쓰는거에요,"['서술형', '인데', '비포', '에다가', '쓰', '에요']",0.5796393
1014,1014,근데 진짜 기준을 모르겠어요,"['근데', '진짜', '기준', '겠', '어요']",0.22185043
1015,1015,논술 시험인데 기준을 몰라요,"['논술', '인데', '기준', '몰라요']",0.22098902
1016,1016,팔떨어져 나갈거같이 써도 씨쁠뜨고 비제로 떠요,"['팔', '떨어져', '나갈', '써도', '쁠뜨고', '비제', '떠요']",0.22393012
1017,1017,양치기도 소용없어요,"['양치기', '소용없', '어요']",0.4512457
1018,1018,진짜 기준이 없거든요,"['진짜', '기준', '거든요']",0.2342883
1019,1019,학점주는건 비율 정말 칼같이 나눠서 주세요,"['건', '비율', '정말', '칼', '나눠서', '세요']",0.25465274
1020,1020,정말 오차도 없이요,"['정말', '오차', '이요']",0.38457343
1021,1021,학점느님은 기대하지 마세요,"['느', '기대', '마세요']",0.17137599
1022,1022,그지같은 점수를 보게될거에요,"['그지', '될', '에요']",0.29932484
1023,1023,진짜 내가 학점 상관 안하고 등록금 루팡도 상관없고 정신적으로 쉬고싶은 학점 수업을 듣고싶다 하시면 신청하세요,"['진짜', '상관', '등록금', '루팡', '상관없', '정신', '쉬', '듣', '신청', '세요']",0.09269422
1024,1024,일주일 세시간 경제 안배우고 썰듣고 싶다 싶으시면 신청하세요,"['주일', '세', '경제', '배우', '썰', '듣', '으시', '신청', '세요']",0.45641568
1025,1025,아니면 절대 비추입니다,"['아니면', '절대', '비추', '입니다']",0.28390563
1026,1026,사실 점도 아깝다,['아깝'],0.08598912
1027,1027,흔히 그런말이 있죠 피할 수 없다면 피해라,"['흔히', '죠', '피할', '다면', '피해', '라']",0.4170835
1028,1028,학점은 받았지만 도움 도 안되는 등록금 살살 녹는 강의,"['도움', '등록금', '살살', '녹']",0.50149
1029,1029,인간커뮤니케이션인지 허행량 커뮤니케이션인지 가끔 배우면서 헷갈림,"['인간', '커뮤니케이션', '인지', '허행량', '커뮤니케이션', '인지', '가끔', '배우', '면서', '헷갈림']",0.24564973
1030,1030,영어강의가 있다면 갈아타는 것을 추천,"['영어', '다면', '갈아타', '추천']",0.4947519
1031,1031,교수님한테 잘보이면 학점은 잘 받을지 몰라도 년이 매우피곤하다,"['을지', '몰라도', '매우', '피곤']",0.176655
1032,1032,듣다보면 왜 이런 평가가 나오게 되는지 알게됩니다,"['듣', '왜', '평가', '는지', '됩니다']",0.147412
1033,1033,학점은 의외로 잘받아서 점 주지만강의 자체는 이 대학에 온거 회의감 들게함,"['의외', '아서', '자체', '대학', '온', '회의감', '함']",0.42888457
1034,1034,기껏 입학해서 들은 첫 전공이 허인커 자퇴생각 안해본 사람 없을듯,"['기껏', '입학', '해서', '첫', '전공', '허인', '커', '자퇴', '해', '본', '듯']",0.35003754
1035,1035,나도 학점잘받았지만 밑에서 이 강의 비판하는 글에 편하게하는습성이라고 말하는건 아니라고봄 저 글이 대체 뭐가 대충살았다는걸 보여주는지 모르겠다,"['밑', '비판', '글', '편하', '습성', '라고', '건', '라고', '봄', '저', '글', '대체', '뭐', '대충', '다는', '걸', '보여', '는지', '겠']",0.06258136
1036,1036,이 강의를 배우면서 커뮤니케이션에 도움됐다는걸 못느끼겠다,"['배우', '면서', '커뮤니케이션', '도움', '됐', '다는', '걸', '못', '느끼', '겠']",0.42918104
1037,1037,개인적으로 이거배우려고 대학왔나 라는 생각이 드는 과목이었다,"['개인', '이거', '배우', '려고', '대학', '왔', '라는', '드', '과목']",0.3011456
1038,1038,배운것은 커뮤니케이션 이론보다  제작능력이었던것 같다,"['배운', '커뮤니케이션', '이론', '제작', '능력', '던']",0.41119573
1039,1039,이번에는 싸강이어서 담에 어떨지 모르겠는데 과제 평가할때 안에있는 내용보다 겉으로 보이는  디자인으로 평가되는 기분이었다,"['이번', '싸', '강', '어서', '담', '어떨지', '겠', '평가', '할', '내용', '겉', '디자인', '평가', '기분']",0.22366711
1040,1040,이분법적으로 말하면서 설명하는걸 그냥 받아들여야 편하들을수있다,"['이분법', '면서', '설명', '걸', '그냥', '받아들여야', '편하']",0.12179041
1041,1041,걍 하라는것만 하면됨밑에 성인지감수성이니 뭐니하는건 걍 인생 대충살고싶은 페미니스트고 수업 대충들어도 진짜 하라는것만 하면됨,"['걍', '라는', '됨', '밑', '성', '인지', '감수성', '니', '뭐', '니', '건', '걍', '인생', '대충', '페미니스트', '대충', '들어도', '진짜', '라는', '됨']",0.033731163
1042,1042,과제 많은건 단점 맞음,"['건', '단점', '맞음']",0.30457228
1043,1043,난 딱히 교수한테 잘보이려고 노력도 안했음에도 할거만 다하니까 받음,"['난', '딱히', '려고', '노력', '할', '니까']",0.26435992
1044,1044,대학생씩이나 됐으면서 뭐든지 편하게하려는 습성은 버리길 바람,"['대학생', '씩', '됐', '으면서', '뭐', '든지', '편하', '려는', '습성', '버리', '길', '바람']",0.44871643
1045,1045,교수에게 잘보이면 학점이 후하니 참으라는 말은 곧 교수에게 못보이면 학점이 바닥이라는 것이다,"['후하', '니', '참으', '라는', '곧', '못', '바닥', '라는']",0.10691202
1046,1046,교수에게 평가기준은 무의미하다,"['평가', '기준', '무의미']",0.061593115
1047,1047,출석은 체크하지 않았지만 모두 만점,"['출석', '체크', '모두', '만점']",0.9673283
1048,1048,한학기 동안 모두 팀플이었지만 조원간 점수는 천차만별,"['학기', '동안', '모두', '팀', '플', '조', '원간', '천차만별']",0.41519564
1049,1049,조원평가를 진행했지만 반영안함,"['조원', '평가', '진행', '반영', '안함']",0.24769634
1050,1050,공개하지도 못하는 비율을 운운하며 자신의 비위를 맞추지 않은 학생에게는 를 준다,"['공개', '비율', '운운', '며', '비위', '맞추', '학생', '준다']",0.3782189
1051,1051,이 강의는 한학기동안 성인지감수성 제로인 누군가를 찬양하는 강의이다,"['학기', '동안', '성', '인지', '감수성', '제로인', '누군가', '찬양']",0.3718493
1052,1052,기본적인 예의 따위는 없다,"['기본', '인', '예의', '따위']",0.25022352
1053,1053,이 강의를 미리 겪은 사람들의 이야기에서 하나도 변한것이 없다,"['미리', '겪', '이야기', '변한']",0.1691418
1054,1054,세종대는 구시대적이고 발전 가능성이 없는 사람을 좋아하는것 같다,"['세', '종대', '구시대', '발전', '가능', '성', '좋아하']",0.375495
1055,1055,참을 수 있으면 참으세요,"['참', '으면', '참', '으세요']",0.79382634
1056,1056,성적은 잘 주시니까,"['성적', '니까']",0.30344594
1057,1057,그냥 교수님 비위만 잘 맞추면 에이쁠은 기본적으로 나오는 것 같습니다,"['그냥', '비위', '맞추', '이쁠', '기본']",0.48515612
1058,1058,흔히 생각하는 커뮤니케이션을 배우지 않는 커뮤니케이션 과목 점수 평가 기준도 솔직히 모르겠다,"['흔히', '커뮤니케이션', '배우', '커뮤니케이션', '과목', '평가', '기준', '솔직히', '겠']",0.085926324
1059,1059,피할 수 있으면 피하세요,"['피할', '으면', '피하', '세요']",0.1755487
1060,1060,무조건,['무조건'],0.5102709
1061,1061,배울게 없지는 않지만 수업 내내 불편하고 스트레스 받았음,"['배울', '내내', '불편', '스트레스']",0.11777538
1062,1062,철회할까 엄청 고민하다가 필수니까 그냥 참고 들었지만 정말 고통스러운 시간이었음,"['철회', '할까', '엄청', '고민', '다가', '필수', '니까', '그냥', '참', '정말', '고통', '스러운']",0.067228526
1063,1063,그냥 교수님한테 잘보이면 에이쁠임학점 복불복,"['그냥', '이쁠', '임학', '복불복']",0.66920996
1064,1064,나는 과연 무엇을 배웠나,"['과연', '무엇', '배웠']",0.28028718
1065,1065,내가 여기서 유익하게 배운것은 무언인가,"['여기', '서', '유익', '배운', '무언', '인가']",0.6268557
1066,1066,하도 재미없고 내용이 짜증나서같은조 사람들끼리 술마시면서 욕만했던 강의,"['하도', '재미없', '내용', '짜증', '서', '조', '끼리', '술', '마시', '면서', '욕', '던']",0.041000187
1067,1067,인커 수업할 때 교수님 말씀 잘 듣고 잘 배우면 학점은 그래도 잘 채워주십니다 시험볼 때 자기가 글을 어느정도 잘 풀어쓸 수 있으면 시험 성적은 괜찮게 나오는 편입니다,"['인', '커', '할', '말씀', '듣', '배우', '그래도', '채워', '십니다', '볼', '자기', '글', '어느', '풀', '쓸', '으면', '성적', '괜찮', '편', '입니다']",0.3843226
1068,1068,과제도 틈틈히 하는 편이 좋고 과제 평가는 과제를 내는 즉시 해주시고 내가 어디가 부족한지 알려주십니다,"['틈틈히', '편', '평가', '즉시', '해', '어디', '부족', '한지', '알려', '십니다']",0.8615823
1069,1069,뭐 워낙 악명높은 수업이라,"['뭐', '워낙', '악명', '높', '라']",0.26196206
1070,1070,개인적으로 일주일중 가장 괴로운 시간이었음,"['개인', '주일', '가장', '괴로운']",0.40459675
1071,1071,분명 반드시 알아야할 내용을 수업하심 근데 수준이 중  수준이라는거지카네기인간관계론을 읽으세요,"['분명', '반드시', '아야', '할', '내용', '심', '근데', '수준', '수준', '라는', '카네기', '인간', '관계', '론', '읽', '으세요']",0.21267527
1072,1072,구냥,"['구', '냥']",0.53320277
1073,1073,진짜 현실적  커뮤니케이션 능력을 원하면 카네기 인간관계론 같은 책을 읽으세요,"['진짜', '현실', '커뮤니케이션', '능력', '원하', '카네기', '인간', '관계', '론', '책', '읽', '으세요']",0.15475595
1074,1074,이 교수한테서 들을수 있는 말은 빵을 구울때 노래를 들려주면 더 맛있어진다,"['빵', '구울', '노래', '들려주', '맛있', '진다']",0.802724
1075,1075,파워포즈를 취하면 자신감이 증가한다구글에  파워포즈 검색만 해도 조작된 실험인거 다 나옴같은거 뿐입니다,"['파워', '포즈', '취하', '감', '증가', '한다구', '글', '파워', '포즈', '검색', '해도', '조작', '된', '실험', '인', '나옴', '뿐', '입니다']",0.5215948
1076,1076,그리고 출석 한두번한 사람한테 점수 좋게 줄려다가 학교측에서 항의받고 난 뒤이전학기까지는 출석일수 안채워도 자기맘에 들면 점수 잘줌에 출석을 신경쓴다며 정당한 출석을 했지만 유체크 오류로 번결석이된 학생들에게  를 뿌린다고 협박하며  항의해도 성의가 없다고 묵살중,"['출석', '한두', '줄', '려다가', '학교', '측', '항의', '난', '뒤', '이전', '학기', '출석', '채워도', '자기', '맘', '줌', '출석', '신경', '쓴다며', '정당', '출석', '유', '체크', '오류', '결석', '된', '학생', '뿌린다고', '협박', '며', '항의', '해도', '성의', '다고', '묵살']",0.74954575
1077,1077,이런게 대학 교수라는게 가장 신기했던 수업,"['대학', '라는', '가장', '신기', '던']",0.8003991
1078,1078,배울 것도 많지만 거를 것도 그만큼 많다,"['배울', '거를', '그만큼']",0.57458603
1079,1079,그렇지만 출결 안따지고 수업 열심히 들으면 학점 잘 줌한마디로 듣기 고통스럽지만 학점 자체는 후한 편기말 과제는 마지막에 하면 양이 많으니 미리 해놓는 것 추천학기 초에 같이 앉은 조랑 한 학기 내내 같이 함,"['그렇지만', '출결', '따지', '열심히', '들으면', '줌', '한마디', '듣', '고통', '스럽', '자체', '후한', '편기', '마지막', '양', '으니', '미리', '해', '추천', '학기', '초', '앉', '조랑', '학기', '내내', '함']",0.25723526
1080,1080,개극혐,"['극', '혐']",0.51500577
1081,1081,교수님 책 팔기위한 수업같음,"['책', '팔', '위한']",0.22040743
1082,1082,학과장은 어떻게 했나 궁금할 정도임,"['학', '과장', '궁금', '할', '임']",0.53473914
1083,1083,귀가 썩고 싶다면 들어보는거 추천학년 아이들에겐 너무 가혹한 수업임 미컴이 이런과인가 하고 입시를 다시 생각하게 할 정도,"['귀', '썩', '다면', '추천', '학년', '아이', '에겐', '너무', '가혹', '임', '미', '컴', '인가', '입시', '할']",0.48089406
1084,1084,실제로 이거듣고 반수생각했음,"['실제로', '이거', '듣', '반수']",0.36819568
1085,1085,네번째 손가락이 길면 남성스러워서 액션영화를 좋아하며 수학을 잘한다 이게 대학 강의 인가요ㅋㅋ,"['네', '째', '손가락', '길', '남성', '스러워서', '액션', '영화', '좋아하', '며', '수학', '한다', '이게', '대학', '인가요', 'ㅋㅋ']",0.15566182
1086,1086,차라리 혈액형별 성격 유형을 믿을듯 맨날 남성은 어쩌구,"['차라리', '혈액형', '별', '성격', '유형', '믿', '듯', '맨날', '남성', '어쩌구']",0.061366886
1087,1087, 여성은 외모가 어쩌구ㅋㅋ 그리고 왜이렇게 엄마 엄마 거리는지 모르겠어요,"['여성', '외모', '어쩌구', 'ㅋㅋ', '왜', '이렇게', '엄마', '엄마', '거리', '는지', '겠', '어요']",0.10691175
1088,1088,어머니 보톡스 맞았냐고 왜 물어봄 ㅠ ,"['어머니', '보톡스', '맞', '냐고', '왜', '물어봄', 'ㅠ']",0.035101593
1089,1089,이분법적으로 남자는 이렇고 여자는 이렇다고 나누는게 마음에 안들고 학생들이 대답 잘 안하면  계속 대답하도록 압박한다,"['이분법', '남자', '다고', '나누', '마음', '학생', '대답', '계속', '대답', '도록', '압박', '한다']",0.35278136
1090,1090,근데 다들 무슨 내용인지 몰라서 같이 망하니깐 학점 따기는 쉬울 수 있다,"['근데', '무슨', '내용', '인지', '몰라서', '망하', '니깐', '따', '쉬울']",0.03339845
1091,1091,듣지마세요,"['듣', '마세요']",0.17025664
1092,1092,뭐 배우는지도 모르겠고 등록금 아까워요,"['뭐', '배우', '는지', '겠', '등록금', '아까', '워', '요']",0.031004518
1093,1093,전필이라 어쩔 수 없이 듣는 과목가르치는 내용도 교수님만 이해하고 받아들이시는 것 같다학점도 교수님 눈에 띄면 잘 받을 가능성이 올라간다,"['전필', '라', '어쩔', '없이', '듣', '과목', '가르치', '내용', '이해', '받아들이', '눈', '띄', '가능', '성', '올라간다']",0.40174538
1094,1094,그냥 교수가 가르치는게 과연 학술적으로 가치가 있는지가 의문,"['그냥', '가르치', '과연', '학술', '가치', '는지', '의문']",0.13953838
1095,1095,등록금 아까움,"['등록금', '아까움']",0.09580496
1096,1096,필자는 교수한테 잘 보여서 잘 받긴 했는데 수업 내용도 너무 이분법적인데다가 자기가 좋아하는 학생들만 에이쁠 채워주고 심지어 전공인데 디쁠까지 주는 교수님 ㅋㅅㅋ 그리고 한 번이라도 무단으로 빠지다가 걸리면 에프 뜬다고 함,"['필자', '보여서', '긴', '내용', '너무', '이분법', '인', '다가', '자기', '아', '학생', '이쁠', '채워', '심지어', '전공', '인데', '디', '쁠', 'ㅋ', 'ㅅ', 'ㅋ', '무단', '빠지', '다가', '걸리', '에프', '뜬다고', '함']",0.20078033
1097,1097,본인 수업에 프라이드 엄청 강하시고 철학 확고하심,"['본인', '프라이드', '엄청', '강하', '철학', '확고', '심']",0.32154363
1098,1098,더 쩌는 건 수업 초기에 애들한테 밥약 거시면서 밥 먹자가 아니라 밥 사달라고 함,"['쩌', '건', '초기', '애', '밥', '약', '면서', '밥', '먹자', '라', '밥', '사', '달', '라고', '함']",0.14238527
1099,1099,이 교수님이 연구하시는 거 대체로 년대 학설이고 요즘은 심리학과에서 이 교수 수업 내용 반증하는 거 많이 나왔는데 어차피 알려줘봤자 고칠 생각 없어보여서 말 안함,"['연구', '대체로', '대', '학설', '요즘', '심리', '학과', '내용', '반증', '많이', '나왔', '어차피', '알려줘', '봤', '자', '고칠', '보여서', '안함']",0.2575208
1100,1100,수업때 배우는내용이 그당시에는 이런걸 왜배우지 했었는데 돌이켜보면 나름 재밌는 주제를다룬 수업이었음 비록 교슈님이 그것을 잘다루시진 못했지만,"['배우', '내용', '당시', '걸', '왜', '배우', '했었', '돌이켜', '나름', '재밌', '주제', '다룬', '비록', '교', '슈', '다루', '진', '못했']",0.22395492
1101,1101,호뷸호가 많이 갈리는 스타일임,"['호', '뷸호가', '많이', '갈리', '스타일', '임']",0.2333422
1102,1102,착실히 공부하면 점수는 잘 나옴,"['착실히', '공부', '나옴']",0.88796985
1103,1103,그 착실의 기준은 교슈님 기준임ㅋㅋㅋ 수업시간에 나오는 것들 필기 다하고 그것들을 자기가 완전히 이해해야 시험을 잘 볼 수 있는 수업,"['착실', '기준', '교', '슈', '기준', '임', 'ㅋㅋㅋ', '필기', '자기', '완전히', '이해', '해야', '볼']",0.6437291
1104,1104,조직력,['조직력'],0.22081363
1105,1105,재미,['재미'],0.47629663
1106,1106,착실함을 보신다고 교슈님께서 직접 말씀하셨고 난 나름 괜찮은 수업이었던 것 같음,"['착실', '함', '신다고', '교', '슈', '직접', '말씀', '셨', '난', '나름', '괜찮', '던']",0.93814385
1107,1107,왜들 그렇게 안좋게 평가하는지 모르겠음 ㅠ 어느정도 비율은 채워주시는거같다,"['왜', '그렇게', '평가', '는지', '겠', 'ㅠ', '어느', '비율', '채워']",0.052004606
1108,1108,수업에 대한 애정을 가진다면 충분히 이상은 나오는거같다,"['대한', '애정', '가진다면', '충분히', '이상']",0.47710556
1109,1109,외모지상주의 및 성차별적 발언 듣고싶으시먄 수강하세요,"['외모', '지상주의', '및', '성', '차별', '발언', '듣', '으시', '먄', '수강', '세요']",0.15713045
1110,1110,욕이 늘고 싶은 사람은 수강하셈 평가할 것도 없는 수업,"['욕', '늘', '수강', '셈', '평가', '할']",0.20834503
1111,1111,피할 수 있으면 최대한 피하는 게 답,"['피할', '으면', '최대한', '피하', '답']",0.20951116
1112,1112,아 수업말고 허교수를,"['아', '허']",0.52650446
1113,1113,한마디로 왜듣는지모르겠는수업,"['한마디', '왜', '듣', '는지', '겠']",0.02291289
1114,1114, 듣고있으면 뇌가썩는 기분,"['듣', '으면', '뇌', '썩', '기분']",0.3544016
1115,1115,문화사대주의자에 이상한 논문 몇개로  사람들을 일반화시킴,"['문화', '사대주의자', '이상', '논문', '몇', '일반', '화', '시킴']",0.5958472
1116,1116, 점수도 매우깐깐함,"['매우', '깐깐', '함']",0.050403327
1117,1117,같은 수업을 진행하시는 오유원 교수님 수업보다는 과제가 많고 까다로웠던 걸로 기억함,"['진행', '유원', '까다로웠', '던', '걸로', '기억', '함']",0.32092845
1118,1118,문헌연구 보고서 제출하는 거였음,"['문헌', '연구', '보고서', '제출', '였']",0.4001867
1119,1119,중간고사는 대체과제였고 기말고사는 시험이었는데 블랙보드에서 다운받아서 푸는 서술형 시험문제,"['중간고사', '대체', '였', '기말고사', '블랙', '보드', '다운', '아서', '푸', '서술', '형']",0.46557587
1120,1120,현 사회적 이슈와도 연결해서 문제 내심,"['현', '이슈', '연결', '해서', '내심']",0.6207095
1121,1121,말아먹은 줄 알았으나 절대평가가 도입된 학기에 봐서 그런지 본인은 성적 잘 받음,"['말아먹', '줄', '으나', '절대', '평가', '도입', '된', '학기', '봐서', '그런지', '본인', '성적']",0.28071967
1122,1122,그래도 본인이 노력한 만큼 받을 순 있는듯,"['그래도', '본인', '노력', '순', '듯']",0.37468457
1123,1123,수업 내용보다 팀플하면서 더 배우는 느낌이 듦 팀을 잘 만나야 될 것 같고 그래도 학점은 잘 주시는 편이라고 생각함,"['내용', '팀', '플', '면서', '배우', '느낌', '듦', '팀', '만나', '야', '될', '그래도', '편', '라고', '함']",0.18670666
1124,1124,공부만 하면 잘 나오고 뭐라도 쓰면 교수님이 추가 점수를 주시니 뭐든 쓰세요,"['공부', '뭐', '쓰', '추가', '니', '뭐', '든', '쓰', '세요']",0.605155
1125,1125,그리고 다들 공부를 안하니 확실하게만 공부했다면 는 따 놓은 당상,"['공부', '니', '확실', '공부', '다면', '따', '당상']",0.6430819
1126,1126,다만 하루이틀만에 끝내기에는 양이 좀 많고 교수님의 수업이 액티브하지 않아 졸음이 몰려올 수 있음 주의,"['다만', '하루', '이틀', '끝내', '양', '액티브', '아', '졸음', '몰려올', '주의']",0.3852948
1127,1127,갓은자교수님입니다 ,"['갓', '은자', '입니다']",0.92816615
1128,1128,팀플 없습니다,"['팀', '플']",0.5107868
1129,1129,미컴의 빛과 소금 부분점수 엄청 주십니다,"['미', '컴', '빛', '소금', '부분', '엄청', '십니다']",0.8979175
1130,1130,음,[],0.44767645
1131,1131,일단 교수님은 좋습니다,['일단'],0.34127948
1132,1132,시험때도 그냥  점수주시려고 노력하시구요,"['그냥', '려고', '노력', '구요']",0.5009158
1133,1133,하지만 수업이 좀 내용이 방대해요,"['하지만', '내용', '방대', '해요']",0.60992754
1134,1134,어디서 뭐가 나올지 모르겠는 그렇다고 책을 다 외우기도 좀 애매한,"['어디', '서', '뭐', '나올지', '겠', '다고', '책', '외우', '애매']",0.021428138
1135,1135,시험볼때 교수님께서 하신말을 적는것도 중요하지만 그냥 자기가 생각할때 맞는것같다라고 생각한걸 적는게 점수가 더 잘 나올수있어요,"['볼', '신', '중요', '그냥', '자기', '할', '맞', '라고', '걸', '나올', '어요']",0.5735704
1136,1136,무조건 책보시고 그래프같은거 외워가세요,"['무조건', '책', '그래프', '외워', '세요']",0.29716134
1137,1137,그리고 같이 듣는 교우들이 시끄러울 순 있어요,"['듣', '교우', '시끄러울', '순', '어요']",0.8737569
1138,1138,수업들으려면 무조건 앞자리,"['들으려면', '무조건', '앞자리']",0.46046364
1139,1139,공부한만큼 나오는 정직한 수업임전부 플러스 로만 주심힘들다는 사람들은 그만큼 자기가 안해서 안나오는게 팩트,"['공부', '정직', '임', '전부', '플러스', '로만', '주심', '힘들', '다는', '그만큼', '자기', '해서', '팩', '트']",0.89277995
1140,1140,팀플없어서 너무 좋아용책으로 수업하고 범위가 많은 편이기는 하나 공부한 만큼 나오는듯,"['팀', '플', '어서', '너무', '아용', '책', '범위', '편', '공부', '듯']",0.6778709
1141,1141,진짜팀플이없지만 없는값을 하는 수업너무힘들어요,"['진짜', '팀', '플', '값', '너무', '힘들', '어요']",0.46494246
1142,1142,공부하기랑 교수님수업듣는거,"['공부', '랑', '듣']",0.4994619
1143,1143,앵간하면 듣지마시길ㅠㅠ,"['앵', '간', '듣', '마시', '길', 'ㅠㅠ']",0.5143907
