Unnamed: 0,like,semester,professor_name,rate,index,lecture_name,url_id,duplicated,duplicated_id,clean_txt,aspect,cnt,1
7433,0,19,김영복,100,13,웹프로그래밍,538519,0,-1,시험 다망쳤는데 에이쁠받,시험,1,1
7432,0,19,김영복,100,13,웹프로그래밍,538519,0,-1,웹쪽으로 진로계획을 세울건 아니지만 재밌어보여서 가볍게 배워보고싶다 하면 딱 좋은 강의임,수업,1,1
8902,1,19,김우영,80,44,문제해결을위한글쓰기와발표,1628703,0,-1,문글은 팀만 괜찮다면,과제,1,0
8903,1,19,김우영,80,44,문제해결을위한글쓰기와발표,1628703,0,-1,중간은 가는,시험,1,1
7430,0,19,김영복,60,12,웹프로그래밍,538519,0,-1,시험은w3schools 사이트에서 범위안에 있는거 한번씩 해보고 외워가면 점수잘받음,시험,1,0
8905,1,19,김우영,80,44,문제해결을위한글쓰기와발표,1628703,0,-1,보통 과 동기들이랑 같은 수업을 듣게 되는데 애들이 미치지않고서야 똑바로 안해오진 않,수업,1,0
8908,1,19,김우영,80,45,문제해결을위한글쓰기와발표,1628703,0,-1,정한 조로 두번째 과제까지 함 세번째는 조를 바꾸는데 사실 거의 필요없,과제,1,0
7427,0,19,김영복,60,12,웹프로그래밍,538519,0,-1,동영상만드는것처럼 필요없는 과제도 있고 마지막에 팀 프로젝트 하나 있음,과제,1,0
7426,0,19,김영복,60,12,웹프로그래밍,538519,0,-1,과제가 생각보다 많음,과제,1,-1
8909,1,19,김우영,80,45,문제해결을위한글쓰기와발표,1628703,0,-1,개인과제라조원이 누가 되냐에 따라 한학기가 달린 과목,과제,1,0
8910,0,19,김우영,80,46,문제해결을위한글쓰기와발표,1628703,0,-1,다만 성적을 나누는 기준은 모르겠다,학점,1,0
7422,1,19,김영복,20,9,웹프로그래밍,538519,0,-1,강의라기보다는 독학이지만요,수업,1,0
7421,1,19,김영복,20,9,웹프로그래밍,538519,0,-1,강의가 편해서 고통스러웠습니다,수업,1,-1
8912,0,19,김우영,80,47,문제해결을위한글쓰기와발표,1628703,0,-1,온라인 강의도 잊지말고 수강하세요,수업,1,0
8916,0,19,김우영,80,49,문제해결을위한글쓰기와발표,1628703,0,-1,강의도 꾸준히 들어야 된다,수업,1,0
8921,1,19,김우영,100,51,문제해결을위한글쓰기와발표,1628703,0,-1,다만 수업 관련해서 설명하실때 좀 지루함 ,수업,1,-1
7418,0,19,김영복,40,8,웹프로그래밍,538519,0,-1,프로 독학러들은 들어가서 배울생각은 죽어도 하지말고웹프 자가가 기본이 좀 되어있다 싶으면 들으면 좋을듯그렇지 않으면 추가로 영어 수업들어 차라리,수업,1,0
7376,1,20,임필옥,100,7,자료구조및실습,1788395,0,-1,전공중에 이교수님 있으면 믿고 듣는거 추천,교수,1,1
8952,0,18,김우영,80,62,문제해결을위한글쓰기와발표,1628703,0,-1,1점 깎은 이유는 올 팀플,과제,1,0
8953,0,18,김우영,80,62,문제해결을위한글쓰기와발표,1628703,0,-1,팀운이 중요해서,과제,1,0
8998,0,18,김우영,100,77,문제해결을위한글쓰기와발표,1628703,0,-1,전체 인원의 4분의 1은 에이플 주십니다,과제,1,0
9000,0,18,김우영,100,78,문제해결을위한글쓰기와발표,1628703,0,-1,과목만 보면 -5점 주고 싶은데 교수님봐서 5점 드립니다,교수,1,1
9001,0,18,김우영,100,78,문제해결을위한글쓰기와발표,1628703,0,-1,쓰레기같은 과목을 천사같은 교수님이 어찌어찌 커버하시는 느낌적인 느낌느낌,교수,1,1
7344,0,18,국형준,80,19,자료구조및실습,1628354,0,-1,실기시험이 없,시험,1,1
7343,0,19,국형준,60,18,자료구조및실습,1628354,0,-1,"시험 공부는 그냥 책에있는 심층,응용 문제 많이 풀어보는게 답 빈칸 채우기는 쉬우나 그와중에 코드의 효율을 따지시기때문에 잘써야함",시험,1,0
7341,0,19,국형준,80,17,자료구조및실습,1628354,0,-1,교수성격이 호불호가 정말 많이 갈리는교수님임,교수,1,0
7339,0,19,국형준,80,17,자료구조및실습,1628354,0,-1,(실제로 이번학기에 받은사람이있음) 시험은 필기(빈칸채우기) 2번인데 다른반과는다르게 실기가 없다는게 엄청큰 장점,시험,1,0
7336,0,19,국형준,80,17,자료구조및실습,1628354,0,-1,"oj 실습은 당연히 있고, 개인별 과제가 5개임",과제,1,0
9002,0,18,김우영,100,78,문제해결을위한글쓰기와발표,1628703,0,-1,교수님 너무좋아요 내년에도 또 들을까,교수,1,1
9003,0,18,김우영,100,79,문제해결을위한글쓰기와발표,1628703,0,-1,강의명 그대로,수업,1,0
7331,1,19,국형준,80,16,자료구조및실습,1628354,0,-1,장점은 과제는 나름 시간이 주어지니까 열심히 구글링해가면서(단 인터넷에 있는 알고리즘 그대로 복붙은 안됨,과제,1,0
7330,1,19,국형준,80,16,자료구조및실습,1628354,0,-1,과제중에 1개는  헬난이도인거 있음,과제,1,0
7328,1,19,국형준,80,16,자료구조및실습,1628354,0,-1,그리고 제대로 이해만 했다면 충분히 다풀수있고 정 모르겠으면 모든 의사코드 다 외우면 중간고사는 어느정도 챙김,시험,1,1
7327,1,19,국형준,80,16,자료구조및실습,1628354,0,-1,일단 실기시험이 없고 필기만 있음,시험,1,0
7325,0,19,국형준,40,15,자료구조및실습,1628354,0,-1,독학 자신 있는 분들한테 좋은 강의일 것 같습니다,수업,1,1
9005,0,18,김우영,100,80,문제해결을위한글쓰기와발표,1628703,0,-1,솔직히 강의평가 보고 좋구나하고 신청했는데 수업들을땐 이런 쓰레기같은 과목이있나했,수업,1,-1
9010,0,18,김우영,100,82,문제해결을위한글쓰기와발표,1628703,0,-1,교수님이 굉장히 열정적이시고 피드백 하나하나 꼼꼼히 해주시고 정말 좋으신분이다,교수,1,1
7320,0,19,국형준,60,14,자료구조및실습,1628354,0,-1,제가 듣기엔 교수님 말투가 좀 엄하다는 느낌(,교수,1,-1
7319,0,19,국형준,60,14,자료구조및실습,1628354,0,-1,그리고 마지막으로 교수님이 그렇게 유하신분은 아니신거 같아요,교수,1,-1
7318,0,19,국형준,60,14,자료구조및실습,1628354,0,-1,그치만 도움이 좀 많이 된거 같아요시험은 중간/기말 두번보구요 책에있는 내용들(대표적으로 의사코드) 꼼꼼히 보고 이해하시면 풀 수 있는 정도로 나옵니다의사코드를 외워도 좋지만 무작정 외우는것 보단 이해를 하면서 외우셔야 합니다,시험,1,1
7317,0,19,국형준,60,14,자료구조및실습,1628354,0,-1,과제가 좀 어려울 수 있습니다,과제,1,-1
9011,0,18,김우영,100,83,문제해결을위한글쓰기와발표,1628703,0,-1,김우영 교수님 한학기 동안 많이많이 도와주셔서 감사합니다,교수,1,1
9013,0,17,김우영,80,85,문제해결을위한글쓰기와발표,1628703,0,-1,교수님 좋으셨어요,교수,1,1
7315,0,19,국형준,60,14,자료구조및실습,1628354,0,-1,제 기준에서 객관적인 평을 쓴다면수업이 굉장히 지루했어요,수업,1,-1
7312,2,19,국형준,20,13,자료구조및실습,1628354,0,-1,수업시간 중에 헛소리를 많이 하십니다,수업,1,-1
8997,0,18,김우영,100,77,문제해결을위한글쓰기와발표,1628703,0,-1,그리고 제가 수업받을 땐 A랑B는 전부 쁠로 올려주셨습니다,수업,1,1
7346,1,20,임필옥,100,0,자료구조및실습,1788395,0,-1,시험 문제를 정말 적절하고 융통성 있게 내신다,시험,1,1
7349,1,20,임필옥,100,2,자료구조및실습,1788395,0,-1,"필기, 실기 다 보지만 중요한 수업이니 그정돈 감안해야 한다고 생각합니다",수업,1,0
8996,0,18,김우영,100,77,문제해결을위한글쓰기와발표,1628703,0,-1,과목자체는 별로지만 교수님이 진짜 천사십니다,교수,1,1
7374,1,20,임필옥,100,7,자료구조및실습,1788395,0,-1,c부터 임필옥 교수님 들어왔는데 진짜 이교수님만한 분 없는거 같다,교수,1,1
8957,0,18,김우영,80,63,문제해결을위한글쓰기와발표,1628703,0,-1,갠적으로 팀플 대충하고 잘 받길 바라지는 말자,과제,1,0
8968,0,18,김우영,80,70,문제해결을위한글쓰기와발표,1628703,0,-1,교수님께서 너무 천사셔서 그나마 위로가 됬습니다,교수,1,1
7371,1,20,임필옥,100,6,자료구조및실습,1788395,0,-1,매주 실습이 있으니 한번 할 때 잘 정리해서 이해하고 넘어가야 시험기간에 편합니다,시험,1,0
7370,1,20,임필옥,100,6,자료구조및실습,1788395,0,-1,"시험은 필기,실기를 같이 봐서 책도 꼼꼼히 봐야 하고 의사코드를 무작정 외운다기보다는 개념을 이해하는게 더 중요해요",시험,1,0
7368,1,20,임필옥,100,6,자료구조및실습,1788395,0,-1,학점은 잘 받았지만 가르쳐주신 방식을 토대로 문제를 응용해서도 많이 풀어봤어야 했는데 그러지 못한 것 같아서 아쉬움이 남아요,학점,1,1
8969,0,18,김우영,80,70,문제해결을위한글쓰기와발표,1628703,0,-1,피드백도 구체적으로 해주시고(다만 준비해간 것들이 있어야합니다) 성적도 자신의 노력을 어필하면 좋게 주십니다,학점,1,0
8970,0,18,김우영,80,70,문제해결을위한글쓰기와발표,1628703,0,-1,팀플의 부작용을 학생입장에서 많이 이해해주시고 같은 팀이라고 해서 같은 점수를 주시지 않습니다,과제,1,0
7366,1,20,임필옥,100,6,자료구조및실습,1788395,0,-1,"카톡으로는 조교님께서, 메일로는 교수님께서 질문을 많이 받아주셨는데 금방 피드백을 주셔서 부족함없이 많이 배웠어요",교수,1,1
8971,0,18,김우영,80,70,문제해결을위한글쓰기와발표,1628703,0,-1,팀플이라는 것도 있지만 사실 그것보다는 과제들이 죄다 글쓰기여서 좀 귀찮은게 많습니다,과제,1,0
8972,0,18,김우영,80,70,문제해결을위한글쓰기와발표,1628703,0,-1,아주 쓸데없는 강의는 아니라고 생각하지만 배우는 과정이 고통스럽습니다,수업,1,-1
7364,1,20,임필옥,100,6,자료구조및실습,1788395,0,-1,실습설명도 정말 자세하게 해주셔서 잘 듣고 여러번 연습해보면 실습이랑 과제는 잘 따라갈 수 있습니다,과제,1,0
7442,0,18,김영복,40,16,웹프로그래밍,538519,0,-1,학점따려면 들으세요,학점,1,1
7363,1,20,임필옥,100,6,자료구조및실습,1788395,0,-1,비대면수업이라 아쉬웠지만 설명을 반복해서 들을 수 있는 등 좋은 점도 많았습니다,수업,1,1
8973,0,18,김우영,80,70,문제해결을위한글쓰기와발표,1628703,0,-1,정말 교수님이 좋기 때문에 4점 입니다,교수,1,1
8974,0,18,김우영,60,71,문제해결을위한글쓰기와발표,1628703,0,-1,아직성적도안나왔는딬,학점,1,0
8975,0,18,김우영,80,72,문제해결을위한글쓰기와발표,1628703,0,-1,솔직히 조별 과제 3번하면서 너무 힘들었어요 0 그래도 하나씩 끝내고 나면 글쓰기와 발표 방법이랑 요령도 생기고 자신감도 생기는,과제,1,0
8977,0,18,김우영,80,72,문제해결을위한글쓰기와발표,1628703,0,-1,노력한 만큼 교수님도 그 노력 알아봐 주시고요,교수,1,1
8978,0,18,김우영,80,72,문제해결을위한글쓰기와발표,1628703,0,-1,하지만 채점은 정말 정석대로 꼼꼼히 하시니까 학점 잘받고 싶으시면 하나하나 다 챙기셔야 합니다,학점,1,0
8983,0,18,김우영,100,73,문제해결을위한글쓰기와발표,1628703,0,-1,어차피 들을거 김우영 교수님 걸린건 진짜 행운임,교수,1,1
8987,0,18,김우영,100,73,문제해결을위한글쓰기와발표,1628703,0,-1,하지만 조별로 누가 열심히 하고 열심히 안하고 교수님 눈에만 잘보이려하는지 다 보고 계심,교수,1,0
8989,0,18,김우영,100,74,문제해결을위한글쓰기와발표,1628703,0,-1,과목은 사라져야하는데 교수님이 너무 좋음,교수,1,1
7353,1,20,임필옥,100,4,자료구조및실습,1788395,0,-1,소통을 원한다면 이만한 교수님이 없으십니다,교수,1,1
8991,0,18,김우영,80,75,문제해결을위한글쓰기와발표,1628703,0,-1,교수님은 정말 좋으세요 발표나 의견공유도 잘 들어주시고  부족한부분에 대해 이야기해주실때도 비난하거나 하시지않고 친절하게 배려해주시면서 이야기해주세요,교수,1,1
8992,0,18,김우영,80,75,문제해결을위한글쓰기와발표,1628703,0,-1,근데 교수님을 제외한 나머지가 아주 엉망입니다,교수,1,0
8993,0,18,김우영,80,75,문제해결을위한글쓰기와발표,1628703,0,-1,특히 동기들과 조별과제를 하고나면 와 진짜 이 자식들 뭐지 싶은 순간이 많이 올겁니다,과제,1,-1
7361,1,20,임필옥,100,5,자료구조및실습,1788395,0,-1,그래도 참교수님이라고 생각되는 교수님 중 한 분,교수,1,1
7443,0,18,김영복,40,17,웹프로그래밍,538519,0,-1,듣고 나면 머리에 남는게 없는 수업,수업,1,-1
7446,0,18,김영복,40,17,웹프로그래밍,538519,0,-1,수업은 영어로 된 사이트 번역하심,수업,1,0
7448,0,18,김영복,40,17,웹프로그래밍,538519,0,-1,학점 채울려고 들었는데 공부 대충하니까 학점도 비쁠나와서 후회함,학점,1,0
7547,0,20,박태순,100,8,운영체제,536112,0,-1,교수님이 설명을 굉장히 잘 해주시는데 혼자 생각할 문제들을 내시고 답을 안알려주심,교수,1,1
7543,1,20,박태순,100,5,운영체제,536112,0,-1,퀴즈에서  교수님의 의도와 다른 답은 전부 부분점수 혹은 오답처리함,교수,1,0
7540,1,20,박태순,100,4,운영체제,536112,0,-1,어렵기도 어렵지만 내용이 진짜 많다 근데 열심히 한만큼 성적은 나온다,학점,1,0
7534,1,20,박태순,80,0,운영체제,536112,0,-1,시험에 낸다고 또 안 알려주심,시험,1,-1
7530,0,19,Rajendra Dhakal,80,2,문제해결및실습:C++,1788399,0,-1,"필기는 코드 보고 출력 예상하는 거랑 오지선다형 섞여있고, 실기는 과제 내주신 거에서 나오니까 과제 연습 열심히 합시다",과제,1,0
7529,0,19,Rajendra Dhakal,80,2,문제해결및실습:C++,1788399,0,-1,"시험은 2번 보는데, 필기 + 실기를 한꺼번에 봅니다",시험,1,0
7528,0,19,Rajendra Dhakal,80,2,문제해결및실습:C++,1788399,0,-1,문제 자체는 쉬운데 기말 때 공부 안 하면 저처럼 피똥 쌉니다 ,시험,1,0
7527,0,19,Rajendra Dhakal,80,2,문제해결및실습:C++,1788399,0,-1,외국인 교수님이라 걱정 많이 했었는데 학생들 이해하기 쉽게 악센트 넣어주시면서 했어요,교수,1,1
8777,0,20,김우영,80,4,문제해결을위한글쓰기와발표,1628703,0,-1,근데 교수님은 좋았어요 본인 에이쁠 나왔는데 사실 기준은 모르겠음,교수,1,1
8778,0,20,김우영,80,4,문제해결을위한글쓰기와발표,1628703,0,-1,그냥 우리 팀이 잘한 건가,과제,1,0
8780,0,20,김우영,80,4,문제해결을위한글쓰기와발표,1628703,0,-1,과정은 넘 힘들었는데 결과가 좋아서 좀 미화된 느낌 그래도 에타 보니까 다른 교수님보단 확실히 좋으신 것 같아요,교수,1,1
8781,0,20,김우영,80,5,문제해결을위한글쓰기와발표,1628703,0,-1,조원 잘 만나면 수월하실 겁니다만 그래도 주기적으로 같이 회의하고 과제 결과물 만드는 게 스트레스긴 해요,과제,1,0
8782,0,20,김우영,80,5,문제해결을위한글쓰기와발표,1628703,0,-1,개인과제도 있으나 팀플이 주되서 비대면이다보니 불편한 점들이 좀 있었어요,과제,1,-1
8790,0,20,김우영,80,5,문제해결을위한글쓰기와발표,1628703,0,-1,과제할 때 논문 많이 찾아보고 글도 잘 쓰면 좋습니다,과제,1,0
8796,0,20,김우영,20,7,문제해결을위한글쓰기와발표,1628703,0,-1,팀원들끼리 평가하는거 다 필요없음,과제,1,0
8797,0,20,김우영,20,7,문제해결을위한글쓰기와발표,1628703,0,-1,그냥 수업시간에 나대고 눈도장 찍으면 잘 주심,수업,1,0
8798,0,20,김우영,20,7,문제해결을위한글쓰기와발표,1628703,0,-1,과제 한숨쉴정도로 많음,과제,1,-1
8800,0,20,김우영,60,8,문제해결을위한글쓰기와발표,1628703,0,-1,팀원을 얼마나 잘 만나느냐에 따라 갈리고 개인과제도 중요합니다,과제,1,0
7507,0,20,Shake Md Riazul Islam,60,1,확률통계및프로그래밍,1788278,0,-1,중간 기말 이틀씩 공부해서 에이쁠 받기 가능,시험,1,1
7506,0,20,Shake Md Riazul Islam,60,1,확률통계및프로그래밍,1788278,0,-1,외국인학생들이 수업을 정말 안듣나 봅니다,수업,1,-1
8801,0,20,김우영,60,8,문제해결을위한글쓰기와발표,1628703,0,-1,팀원 잘못 만나서 개고생한 케이스,과제,1,-1
8803,0,20,김우영,60,10,문제해결을위한글쓰기와발표,1628703,0,-1,뭘 하려는지 잘 모르겠는 수업,수업,1,-1
8804,0,20,김우영,60,10,문제해결을위한글쓰기와발표,1628703,0,-1,이걸 팀이랑 하려니 더욱 노답,과제,1,-1
8808,0,20,김우영,100,12,문제해결을위한글쓰기와발표,1628703,0,-1,"난 교수님 열심히 하시려는게 보여서 너무 좋았음, 문쓰발 교수님들 중에 난 상위권이라고 자부함",교수,1,1
8809,0,20,김우영,100,12,문제해결을위한글쓰기와발표,1628703,0,-1,학점도 예상치 못한 높은학점을 주셔서 매우만족,학점,1,1
7548,0,20,박태순,100,8,운영체제,536112,0,-1,그리고 그때 낸 문제들을 퀴즈랑 시험에 내셔서 생각 잘못하면 다 틀림,시험,1,0
7550,0,20,박태순,100,8,운영체제,536112,0,-1,과제는 선택이고 퀴즈를 5번 보는데 이게 과제점수로 들어가서 잘봐야함,과제,1,0
7552,0,20,박태순,100,9,운영체제,536112,0,-1,퀴즈 5번 보는데 퀴즈 공부 잘해두면 중간 기말 때 편함,시험,1,0
7557,2,20,박태순,80,10,운영체제,536112,0,-1,시험 문제도 꽤나 까다로운 편이다,시험,1,-1
7636,0,20,장윤,20,3,컴퓨터그래픽스,536118,0,-1,과제 : 진짜 많음,과제,1,-1
7635,0,20,장윤,20,3,컴퓨터그래픽스,536118,0,-1,"수업 : 전엔 어땠는지 모르겠는데 이번학기 기준으로 본인이 c, js를 잘하면 나쁘지않을 수업일거 같긴함",수업,1,1
7634,0,20,장윤,80,2,컴퓨터그래픽스,536118,0,-1,자신이 결과물을 내고 싶어하면 이 강의 추천드립니다,수업,1,1
7625,1,18,박태순,80,29,운영체제,536112,0,-1,시험기간에 벼락치기 하는 분은 듣지마세요,시험,1,-1
7623,2,18,박태순,80,28,운영체제,536112,0,-1,수업 내용 꼭 필기하면서 들으시고 녹,수업,1,0
7617,3,18,박태순,100,26,운영체제,536112,0,-1,들어보시면 이게 대학 강의다,수업,1,0
7615,3,18,박태순,100,26,운영체제,536112,0,-1,수업이,수업,1,0
7613,2,18,박태순,100,24,운영체제,536112,0,-1,운영체제는 역시 갓태순겨수님 갓갓운영체제 확실히 배워갈수  있고학점도 열심히 하면 잘 받음,학점,1,1
7611,2,19,박태순,100,23,운영체제,536112,0,-1,최종 성적결과 족보러 의미 없음,학점,1,0
7604,2,19,박태순,100,23,운영체제,536112,0,-1,잦은 시험으로 인해 압박감이 있음,시험,1,-1
7602,0,19,박태순,80,21,운영체제,536112,0,-1,퀴즈  비중크니 무조건  열심히 공부하고 교안은 대충 설명 나와잇고 무조건 수업 다 듣고 필기 다해야함 난 녹음하고 다시 듣는방식으로 공부햇음,수업,1,0
7596,1,19,박태순,80,20,운영체제,536112,0,-1,설명은 잘 해주셔서 얻어가는건 많지만 열심히하는 사람들 많이 들어서 학점따기 개어려움,학점,1,-1
8812,1,20,김우영,60,14,문제해결을위한글쓰기와발표,1628703,0,-1,나는 팀원들 너무너무 잘 만나서 처음부터 끝까지 전원 열심히 해서 좋았음,과제,1,1
7594,1,18,박태순,60,19,운영체제,536112,0,-1,"강의력 최고최상의 퀄리티 강의단, 족보 없으면 매우 힘듬",수업,1,1
7587,5,20,박태순,20,17,운영체제,536112,0,-1,밑에 보면 답안 알려주고가 아니라 답 안알려주곤데  힘들긴 함강의는 잘 하시고 알려주시는것도 잘 하시는데 안 알려줘서 문제임,수업,1,0
7585,0,20,박태순,60,16,운영체제,536112,0,-1,"또한 저 말을 통해 아무리 교안을 달달 외워도, 시험을 결코 잘볼 리 없다는 점을 유추할 수 있다",시험,1,0
7580,0,20,박태순,40,15,운영체제,536112,0,-1," 에 대해 시험 때 까지 생각해보세요 시험문제로 나옵니다"" 라는 말을 하고답은 안알려주기 때문에 내가 제대로 공부를 하고 있는지 잘 모를때가 많음",시험,1,0
7578,3,19,박태순,60,14,운영체제,536112,0,-1,제대로 OS를 공부하기를 원한다면 학교 강의에 연연하지마시고 그냥 문씨블로그랑 코드로 알아보는 ARM 리눅스 커널 2판 사서 공부하세요,수업,1,0
7570,0,20,박태순,100,13,운영체제,536112,0,-1,등록금값보다 더 값진 강의니까  듣는걸 추천,수업,1,1
7569,0,20,박태순,100,13,운영체제,536112,0,-1,밑에 스트레스 받는다는건 맞긴한데 남는게 120%인 강의,수업,1,1
7567,0,20,박태순,100,13,운영체제,536112,0,-1,싸강이라서 더욱 배워가는게 많은 강의,수업,1,1
7565,3,20,박태순,100,12,운영체제,536112,0,-1,대면강의였으면  녹음은 필수라고 생각했음,수업,1,0
7563,3,20,박태순,100,12,운영체제,536112,0,-1,수업중 한마디 한마디가 다 중요한 말씀이었는데 이번학기는 싸강이라 돌려들을수 있어서 좋았음,수업,1,1
7562,3,20,박태순,100,12,운영체제,536112,0,-1,일단 강의력 말할거없이 뛰어남,수업,1,1
7560,2,20,박태순,80,10,운영체제,536112,0,-1,"정말 참교육자이신데, 학생들의 역량이 교수님을 따라가지 못하는 느낌임",교수,1,1
7559,2,20,박태순,80,10,운영체제,536112,0,-1,"그래도 시험 보고 나면 피드백 전부 일일이 달아 주시고, 피드백 영상까지 찍어 주심",시험,1,1
7591,5,20,박태순,20,17,운영체제,536112,0,-1,시험에 무조건 나오는데 이미 틀릴걸 아니 너무 슬픔,시험,1,0
7309,2,19,국형준,20,13,자료구조및실습,1628354,0,-1,출튀하면 Fa받지만 사정이 딱하면 봐주기도 하는 외강내유형 교수님임,교수,1,1
8813,1,20,김우영,60,14,문제해결을위한글쓰기와발표,1628703,0,-1,과제도 일주일 단위로 계속 있고 발표도 3번 있음,과제,1,0
8818,0,20,김우영,60,16,문제해결을위한글쓰기와발표,1628703,0,-1,그냥과목자체가 별로 팀플 영심히하면 됨 조원이 좀 중요한드,과제,1,0
8856,0,20,김우영,100,31,문제해결을위한글쓰기와발표,1628703,0,-1,과제많지만 괜찮았어요,과제,1,1
8857,0,20,김우영,100,31,문제해결을위한글쓰기와발표,1628703,0,-1,학점 잘 주시는 듯해요,학점,1,1
7467,0,17,김영복,100,26,웹프로그래밍,538519,0,-1,그리고 웹페이지만드는 팀플이있는데 혼자 대충 짜집기해서 만들고 해석만 할줄 알면 오케이,과제,1,0
7466,0,17,김영복,100,26,웹프로그래밍,538519,0,-1,이 퀴즈공부하면서 자연스럽게 시험공부가 된다,시험,1,1
7465,0,17,김영복,100,26,웹프로그래밍,538519,0,-1,간단한 10문제 퀴즈 4번인가 5번이 과제,과제,1,0
8863,0,20,김우영,80,32,문제해결을위한글쓰기와발표,1628703,0,-1,또 학생들이 과제물을 제출하면 굉장히 꼼꼼하게 봐주신다,과제,1,1
8864,0,20,김우영,80,32,문제해결을위한글쓰기와발표,1628703,0,-1,"이 과목 자체가 힘들고 손이 많이 가는건 부정할 수 없었지만 매 강의마다 좋은 설명,예시 들어주시고 신경써주셔서 나름 좋았다고 생각",수업,1,1
7462,0,17,김영복,80,25,웹프로그래밍,538519,0,-1,교수님이 쓰는 홈페이지에 나오는 예제 다 외우면 에이쁠가능함,교수,1,0
7460,0,17,김영복,40,24,웹프로그래밍,538519,0,-1,교수님이 그냥 피피티읽기식으로 가르쳐줍니다,교수,1,-1
8865,0,20,김우영,80,32,문제해결을위한글쓰기와발표,1628703,0,-1,교수님 한학기동안 감사했습니다,교수,1,1
8867,1,20,김우영,100,33,문제해결을위한글쓰기와발표,1628703,0,-1,+ 매우 친절 (단점: 과제 많은데 과목 특성이라 어쩔 수 없음),과제,1,1
8868,0,19,김우영,80,34,문제해결을위한글쓰기와발표,1628703,0,-1,교수님은 좋으셨어요 나긋나긋하시고 귀여우시고 학생들 배려도 많이 해주시는 것 같았는데문제는 그냥 근본적인 거임 과목이 거지같,교수,1,1
8871,0,19,김우영,80,36,문제해결을위한글쓰기와발표,1628703,0,-1,교수님이 이것 저것 피드백도 많이 해주시고 질문도 성의있고 꼼꼼하게 답해주셔서 좋았,교수,1,1
8872,0,19,김우영,80,36,문제해결을위한글쓰기와발표,1628703,0,-1,다만 조원과 조 분위기에 따라 성적이 갈리기 때문에 조 잘 만나는 게 가장 중요한 듯,학점,1,0
7457,0,18,김영복,60,22,웹프로그래밍,538519,0,-1,학점은 잘주시는데얻어갈건 없음문법 외우는건 가능활용은 독학해야됨,학점,1,0
8873,0,19,김우영,80,37,문제해결을위한글쓰기와발표,1628703,0,-1,팀 운 좋아야하는 것 같고 난 개인과제가 중요했다고 느낌,과제,1,0
8876,2,19,김우영,80,38,문제해결을위한글쓰기와발표,1628703,0,-1,교수님 말이 참 많으셔서 지루함,교수,1,-1
7454,0,18,김영복,80,20,웹프로그래밍,538519,0,-1,학점얻을려고 들,학점,1,0
7453,0,18,김영복,40,19,웹프로그래밍,538519,0,-1,학점 얻기 힘들다 들었음,학점,1,-1
7452,0,18,김영복,40,19,웹프로그래밍,538519,0,-1,학점따기위해 들었지만 정말 남는 게 없음,학점,1,-1
7451,0,18,김영복,80,18,웹프로그래밍,538519,0,-1,수업 안듣고 그냥 독학하면 됨,수업,1,0
8877,2,19,김우영,80,38,문제해결을위한글쓰기와발표,1628703,0,-1,(중요한 정보가 아니라 했던 말 또하고 당연히 아는 말함) 이런 쓸데없는 얘기를 많이 해서 피드백시간을 수업시간 내에 안끝냄,수업,1,-1
8880,0,19,김우영,60,39,문제해결을위한글쓰기와발표,1628703,0,-1,"한 학기동안 총 세번의 과제가 주어지는데, 그 과제들을 내놓는 심보가 이해가 안됨",과제,1,-1
8883,0,19,김우영,60,39,문제해결을위한글쓰기와발표,1628703,0,-1,그래도 마지막 개인글쓰기 때 글 흐름이랑 단어 선택 등의 피드백을 교수님께서 잘해주셔서 만족했음,교수,1,1
8884,0,19,김우영,60,39,문제해결을위한글쓰기와발표,1628703,0,-1,세번 과제중에 두번 팀플인데 진짜 티나게 대충하는 조원 한명씩은 있음,과제,1,0
7469,0,17,김영복,100,26,웹프로그래밍,538519,0,-1,진짜 웹에 대한 기초실력을 쌓고싶으면 혼자 더 공부하던지 애초에 안용학교수님꺼 들으면 되는데 좀 빡셀거다,교수,1,0
8855,0,20,김우영,100,30,문제해결을위한글쓰기와발표,1628703,0,-1,과목은 개마음에 안들지만 교수님자체는 열심히하려고하시고 좋음,교수,1,1
8854,0,20,김우영,60,29,문제해결을위한글쓰기와발표,1628703,0,-1,학점은 잘받았지만 이 과목 자체가 다시는 마주하기 싫은 과목이라 별3개,학점,1,0
8851,0,19,김우영,80,28,문제해결을위한글쓰기와발표,1628703,0,-1,과목자체는 헬이지만 그래도 김우영교수님 걸리면 할만함 다만 교수님이 말씀을 많이 하시는 편이다,교수,1,1
8821,0,20,김우영,80,18,문제해결을위한글쓰기와발표,1628703,0,-1,과목 자체가 과제도 많고 해야할 것도 많음,과제,1,0
7500,0,20,유영환,20,4,확률통계및프로그래밍,1788280,0,-1,"진짜 이런 수업 안들어야 함   뭘 위해서 배우는건지에 대한 언급 전혀 없고 교안 따라서 문제푸는것만 함 왜 이렇게 중요한 과목을 교안 읽기식으로 가르치는지 이해불가,",수업,1,-1
7499,0,20,유영환,80,3,확률통계및프로그래밍,1788280,0,-1,"확통 배우기에 나쁘지는 않은데 수업이 약간 졸릴 수 있고, 프로그래밍이랑 컴퓨팅에서의 확통을 알고싶으면 다른 수업 추천함",수업,1,-1
7497,1,20,유영환,100,2,확률통계및프로그래밍,1788280,0,-1,걍 확통은 이 교수님 들으셈 다른 대체할만한 교수님 없음,교수,1,1
