,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,like,semester,professor_name,rate,index,lecture_name,url_id,duplicated,duplicated_id,clean_txt,aspect,cnt,label,token,score
2937,2937,2937,2198.0,1.0,18.0,류승희,20,3,경영데이터관리,1079305,1,1278,아니 과목자체는 물론 나랑 너무 안맞고 어려워서 그래도 수업 꼬박 듣고 과제도 다했고 시험만 잘 못봤는데 d도 안주냐 지가 수업시간때 f안준다고 쳐말해놓고 씨 천벌받아라 아주,수업,3,,과목 자체 물론 랑 너무 안 맞 어려워서 그래도 수업 꼬박 듣 과제 도 다 했 시험 만 잘 못 봤 는데 도 안주 냐 수업 시간 안 준다고 쳐 해 놓 씨 천 벌 받 아라 아주,-1
2938,2938,2938,2291.0,0.0,20.0,김혜진,60,0,노사관계론,1079312,1,1279,팀플 자신없으면 x수업은 진짜 잘 가르치시고 배워가는거도 많은데팀플 한학기내내임,과제,1,,팀 플 자신 으면 수업 진짜 잘 가르치 시 배워가 거 도 많 은데 팀 플 학기 내 내임,-1
2939,2939,2939,2291.0,0.0,20.0,김혜진,60,0,노사관계론,1079312,1,1279,팀플 자신없으면 x수업은 진짜 잘 가르치시고 배워가는거도 많은데팀플 한학기내내임,수업,2,,팀 플 자신 으면 수업 진짜 잘 가르치 시 배워가 거 도 많 은데 팀 플 학기 내 내임,-1
2940,2940,2940,2292.0,0.0,19.0,김혜진,100,1,노사관계론,1079312,1,1280,"과제나 팀플 싫어하면 우선 비추하지만 학교 다니면서 ""교수님이 내 레포트 읽어는 보고 채점하시는 걸까",교수,1,,과제 팀 플 싫 어 면 우선 비추 지만 학교 다니 면서 교수 님 내 레포트 읽 어 채점 시 걸까,0
2941,2941,2941,2292.0,0.0,19.0,김혜진,100,1,노사관계론,1079312,1,1280,"과제나 팀플 싫어하면 우선 비추하지만 학교 다니면서 ""교수님이 내 레포트 읽어는 보고 채점하시는 걸까",과제,2,,과제 팀 플 싫 어 면 우선 비추 지만 학교 다니 면서 교수 님 내 레포트 읽 어 채점 시 걸까,0
2942,2942,2942,2294.0,0.0,19.0,김혜진,100,1,노사관계론,1079312,1,1281,"레포트, 팀플, 시험 등 모든 부분에 있어서 굉장히 상세하게 피드백을 해 주신다",과제,1,,레포트 팀 플 시험 모든 부분 어서 굉장히 상세 게 피드백 해 신다,0
2943,2943,2943,2294.0,0.0,19.0,김혜진,100,1,노사관계론,1079312,1,1281,"레포트, 팀플, 시험 등 모든 부분에 있어서 굉장히 상세하게 피드백을 해 주신다",시험,2,,레포트 팀 플 시험 모든 부분 어서 굉장히 상세 게 피드백 해 신다,0
2944,2944,2944,2296.0,0.0,19.0,김혜진,100,1,노사관계론,1079312,1,1282,주어진 질문에 출처를 밝혀 논리정연하게 답하면 과제나 시험에서 모두 좋은 점수를 받을 수 있을 것이다,과제,1,,주어진 질문 출처 밝혀 논리 정연 게 답 면 과제 시험 에서 모두 좋 점수 받 다,1
2945,2945,2945,2296.0,0.0,19.0,김혜진,100,1,노사관계론,1079312,1,1282,주어진 질문에 출처를 밝혀 논리정연하게 답하면 과제나 시험에서 모두 좋은 점수를 받을 수 있을 것이다,시험,2,,주어진 질문 출처 밝혀 논리 정연 게 답 면 과제 시험 에서 모두 좋 점수 받 다,1
2946,2946,2946,2299.0,0.0,18.0,김혜진,100,2,노사관계론,1079312,1,1283,이 수업을 듣게 된 계기는 교수님 하나 보고 들었다,교수,1,,수업 듣 게 된 계기 교수 님 하나 다,1
2947,2947,2947,2299.0,0.0,18.0,김혜진,100,2,노사관계론,1079312,1,1283,이 수업을 듣게 된 계기는 교수님 하나 보고 들었다,수업,2,,수업 듣 게 된 계기 교수 님 하나 다,1
2948,2948,2948,2302.0,0.0,18.0,김혜진,100,2,노사관계론,1079312,1,1284,하지만 교수님이 정말 꼼꼼하게 설명해주고 다양한 예시를 들어 설명해주시기 때문에 수업시간에 열심히하면 굉장히 흥미로운 과목임에 틀림없다,수업,2,,하지만 교수 님 정말 꼼꼼 게 설명 해 다양 예시 어 설명 해 시 기 때문 수업 시간 열심히 면 굉장히 흥미 로운 과목 임 틀림없 다,1
2949,2949,2949,2302.0,0.0,18.0,김혜진,100,2,노사관계론,1079312,1,1284,하지만 교수님이 정말 꼼꼼하게 설명해주고 다양한 예시를 들어 설명해주시기 때문에 수업시간에 열심히하면 굉장히 흥미로운 과목임에 틀림없다,교수,1,,하지만 교수 님 정말 꼼꼼 게 설명 해 다양 예시 어 설명 해 시 기 때문 수업 시간 열심히 면 굉장히 흥미 로운 과목 임 틀림없 다,1
2950,2950,2950,2439.0,0.0,20.0,김언정,100,0,창작패턴종합설계,1079554,1,1285,1학년 2학기때부터 김언정 교수님의 패턴수업을 들었었다,수업,2,,학년 학기 부터 김언정 교수 님 의 패턴 수업 들었었다,1
2951,2951,2951,2439.0,0.0,20.0,김언정,100,0,창작패턴종합설계,1079554,1,1285,1학년 2학기때부터 김언정 교수님의 패턴수업을 들었었다,교수,1,,학년 학기 부터 김언정 교수 님 의 패턴 수업 들었었다,1
2952,2952,2952,2441.0,0.0,20.0,김언정,100,0,창작패턴종합설계,1079554,1,1286,"패션의 기본인 패턴이 어렵고 감이 안 잡힌다면, 힘들지만 이 교수님의 수업을 들을것을 추천",교수,1,,패션 의 기본 인 패턴 어렵 감 안 잡힌다면 힘들 지만 교수 님 의 수업 추천,-1
2953,2953,2953,2441.0,0.0,20.0,김언정,100,0,창작패턴종합설계,1079554,1,1286,"패션의 기본인 패턴이 어렵고 감이 안 잡힌다면, 힘들지만 이 교수님의 수업을 들을것을 추천",수업,2,,패션 의 기본 인 패턴 어렵 감 안 잡힌다면 힘들 지만 교수 님 의 수업 추천,-1
2954,2954,2954,2443.0,0.0,20.0,김언정,100,0,창작패턴종합설계,1079554,1,1287,"패션디자인과의 허름한 재봉틀, 학과장교수님의 인신공격등 맘에 안드는 것 투성이에서, 열심히하면 그만큼 도와주시고 뛰어난 실력으로 학생을 열심히 지도해주시는 교수님의 수업이니, 패턴쪽으로 취업희망하는 사람들은 무조건 이 교수님의 강의를 들을 것",교수,1,,패션 디자인 과 의 허름 재봉틀 학 과장 교수 님 의 인신공격 맘 안 드 투성이 에서 열심히 면 그만큼 도와 시 뛰어난 실력 으로 학생 열심히 지도 해 시 교수 님 의 수업 니 패턴 쪽 으로 취업 희망 무조건 교수 님 의 강의,1
2955,2955,2955,2443.0,0.0,20.0,김언정,100,0,창작패턴종합설계,1079554,1,1287,"패션디자인과의 허름한 재봉틀, 학과장교수님의 인신공격등 맘에 안드는 것 투성이에서, 열심히하면 그만큼 도와주시고 뛰어난 실력으로 학생을 열심히 지도해주시는 교수님의 수업이니, 패턴쪽으로 취업희망하는 사람들은 무조건 이 교수님의 강의를 들을 것",수업,2,,패션 디자인 과 의 허름 재봉틀 학 과장 교수 님 의 인신공격 맘 안 드 투성이 에서 열심히 면 그만큼 도와 시 뛰어난 실력 으로 학생 열심히 지도 해 시 교수 님 의 수업 니 패턴 쪽 으로 취업 희망 무조건 교수 님 의 강의,1
2956,2956,2956,2483.0,2.0,18.0,김현수,80,0,기초계산과학,1079719,1,1288,왜인지는 몰라도 교수님이 영어 수업한다고 계약해버린 바람에 영어 강의임,교수,1,,왜 인지 몰라도 교수 님 영어 수업 한다고 계약 해 버린 바람 영어 강의 임,-1
2957,2957,2957,2483.0,2.0,18.0,김현수,80,0,기초계산과학,1079719,1,1288,왜인지는 몰라도 교수님이 영어 수업한다고 계약해버린 바람에 영어 강의임,수업,2,,왜 인지 몰라도 교수 님 영어 수업 한다고 계약 해 버린 바람 영어 강의 임,-1
2958,2958,2958,2565.0,1.0,20.0,차영준,80,0,프로그래밍실습,1079735,1,1289,이라는 최종 과제를 팀에서 제출하는 과제가 있을 것인데 코로나때문에 대신 기말고사 기간에 맞춰 개인이 자유주제로 코드를 짜는 과제를 부여하셨다,시험,2,,라는 최종 과제 팀 에서 제출 과제 인데 코로나 때문 대신 기말고사 기간 맞춰 개인 자유 주제 로 코드 짜 과제 부여 셨 다,0
2959,2959,2959,2565.0,1.0,20.0,차영준,80,0,프로그래밍실습,1079735,1,1289,이라는 최종 과제를 팀에서 제출하는 과제가 있을 것인데 코로나때문에 대신 기말고사 기간에 맞춰 개인이 자유주제로 코드를 짜는 과제를 부여하셨다,과제,1,,라는 최종 과제 팀 에서 제출 과제 인데 코로나 때문 대신 기말고사 기간 맞춰 개인 자유 주제 로 코드 짜 과제 부여 셨 다,0
2960,2960,2960,2572.0,0.0,19.0,차영준,80,2,프로그래밍실습,1079735,1,1290,PPT를 읽어주는 정도의 수업이지만 PPT에 모든 내용이 담겨 있음그래서 열심히 혼자 공부하더라도 성적 잘나옴과제는 정말 많지만 교안 잘 보면 금방 해결 가능,학점,2,,읽 어 정도 의 수업 지만 모든 내용 담겨 그래서 열심히 혼자 공부 더라도 성적 잘 나옴 과제 정말 많 지만 교안 잘 면 금방 해결 가능,0
2961,2961,2961,2572.0,0.0,19.0,차영준,80,2,프로그래밍실습,1079735,1,1290,PPT를 읽어주는 정도의 수업이지만 PPT에 모든 내용이 담겨 있음그래서 열심히 혼자 공부하더라도 성적 잘나옴과제는 정말 많지만 교안 잘 보면 금방 해결 가능,과제,1,,읽 어 정도 의 수업 지만 모든 내용 담겨 그래서 열심히 혼자 공부 더라도 성적 잘 나옴 과제 정말 많 지만 교안 잘 면 금방 해결 가능,0
2962,2962,2962,2572.0,0.0,19.0,차영준,80,2,프로그래밍실습,1079735,1,1290,PPT를 읽어주는 정도의 수업이지만 PPT에 모든 내용이 담겨 있음그래서 열심히 혼자 공부하더라도 성적 잘나옴과제는 정말 많지만 교안 잘 보면 금방 해결 가능,수업,3,,읽 어 정도 의 수업 지만 모든 내용 담겨 그래서 열심히 혼자 공부 더라도 성적 잘 나옴 과제 정말 많 지만 교안 잘 면 금방 해결 가능,0
2963,2963,2963,2578.0,0.0,17.0,차영준,60,5,프로그래밍실습,1079735,1,1291,플밍이 어려운사람한테는 진짜어려워서 힘든데 과제도 지속적으로 나가고 힘듬 과목이 별로여서 그럴수있는데 교수님 좀 깐깐함,교수,1,,플 밍 어려운 한테 진짜 어려워서 힘든데 과제 도 지속 적 으로 나가 힘 듬 과목 별로 여서 그럴 는데 교수 님 좀 깐깐,0
2964,2964,2964,2578.0,0.0,17.0,차영준,60,5,프로그래밍실습,1079735,1,1291,플밍이 어려운사람한테는 진짜어려워서 힘든데 과제도 지속적으로 나가고 힘듬 과목이 별로여서 그럴수있는데 교수님 좀 깐깐함,과제,2,,플 밍 어려운 한테 진짜 어려워서 힘든데 과제 도 지속 적 으로 나가 힘 듬 과목 별로 여서 그럴 는데 교수 님 좀 깐깐,0
2965,2965,2965,2579.0,0.0,17.0,차영준,60,6,프로그래밍실습,1079735,1,1292,쪽지시험 포함 과제가 드럽게 많아서 시간이 빡빡함,시험,2,,쪽지 시험 포함 과제 드럽 게 많 아서 시간 빡빡,0
2966,2966,2966,2579.0,0.0,17.0,차영준,60,6,프로그래밍실습,1079735,1,1292,쪽지시험 포함 과제가 드럽게 많아서 시간이 빡빡함,과제,1,,쪽지 시험 포함 과제 드럽 게 많 아서 시간 빡빡,0
2967,2967,2967,2582.0,0.0,20.0,문동호,80,0,현대대수학1,1079736,1,1293,현대대수는 무조건 문동호 교수님 수업 들으세요 타교수님 수업 들은 동기 말로는,수업,2,,현대 대수 무조건 문동호 교수 님 수업 으세요 타 교수 님 수업 동기 로,1
2968,2968,2968,2582.0,0.0,20.0,문동호,80,0,현대대수학1,1079736,1,1293,현대대수는 무조건 문동호 교수님 수업 들으세요 타교수님 수업 들은 동기 말로는,교수,1,,현대 대수 무조건 문동호 교수 님 수업 으세요 타 교수 님 수업 동기 로,1
2969,2969,2969,2584.0,0.0,20.0,문동호,80,0,현대대수학1,1079736,1,1294,성적은 정말 짜게 주시고 교수님 성향이 자신과 안 맞을 수도 있지만 수업은 정말 잘 가르쳐 주십니다,학점,2,,성적 정말 짜 게 시 교수 님 성향 자신 과 안 맞 도 지만 수업 정말 잘 가르쳐 십니다,1
2970,2970,2970,2584.0,0.0,20.0,문동호,80,0,현대대수학1,1079736,1,1294,성적은 정말 짜게 주시고 교수님 성향이 자신과 안 맞을 수도 있지만 수업은 정말 잘 가르쳐 주십니다,교수,1,,성적 정말 짜 게 시 교수 님 성향 자신 과 안 맞 도 지만 수업 정말 잘 가르쳐 십니다,1
2971,2971,2971,2584.0,0.0,20.0,문동호,80,0,현대대수학1,1079736,1,1294,성적은 정말 짜게 주시고 교수님 성향이 자신과 안 맞을 수도 있지만 수업은 정말 잘 가르쳐 주십니다,수업,3,,성적 정말 짜 게 시 교수 님 성향 자신 과 안 맞 도 지만 수업 정말 잘 가르쳐 십니다,1
2972,2972,2972,2587.0,0.0,20.0,오장헌,100,0,복소수해석학1,1079737,1,1295,대면강의가 아니라 과제에 대한 피드백을 제대로 받지 못해 아쉬웠습니다,과제,1,,대면 강의 라 과제 대한 피드백 제대로 받 못해 아쉬웠,-1
2973,2973,2973,2587.0,0.0,20.0,오장헌,100,0,복소수해석학1,1079737,1,1295,대면강의가 아니라 과제에 대한 피드백을 제대로 받지 못해 아쉬웠습니다,수업,2,,대면 강의 라 과제 대한 피드백 제대로 받 못해 아쉬웠,-1
2974,2974,2974,2588.0,0.0,20.0,오장헌,100,1,복소수해석학1,1079737,1,1296,교수님 강의력이 일단 좋다,교수,1,,교수 님 강의 력 일단 좋 다,1
2975,2975,2975,2588.0,0.0,20.0,오장헌,100,1,복소수해석학1,1079737,1,1296,교수님 강의력이 일단 좋다,수업,2,,교수 님 강의 력 일단 좋 다,1
2976,2976,2976,2590.0,0.0,20.0,오장헌,100,1,복소수해석학1,1079737,1,1297,성적이 좀 늦게 나왔지만 평소에 과제나 시험 채점도 굉장히 빠른 편이시다,시험,2,,성적 좀 늦 게 나왔 지만 평소 과제 시험 채점 도 굉장히 빠른 편 시 다,-1
2977,2977,2977,2590.0,0.0,20.0,오장헌,100,1,복소수해석학1,1079737,1,1297,성적이 좀 늦게 나왔지만 평소에 과제나 시험 채점도 굉장히 빠른 편이시다,과제,1,,성적 좀 늦 게 나왔 지만 평소 과제 시험 채점 도 굉장히 빠른 편 시 다,-1
2978,2978,2978,2590.0,0.0,20.0,오장헌,100,1,복소수해석학1,1079737,1,1297,성적이 좀 늦게 나왔지만 평소에 과제나 시험 채점도 굉장히 빠른 편이시다,학점,3,,성적 좀 늦 게 나왔 지만 평소 과제 시험 채점 도 굉장히 빠른 편 시 다,-1
2979,2979,2979,2593.0,0.0,19.0,이선호,80,0,수리통계학1,1079738,1,1298,교수님 강의력이 정말 좋습니다,교수,1,,교수 님 강의 력 정말 좋,1
2980,2980,2980,2593.0,0.0,19.0,이선호,80,0,수리통계학1,1079738,1,1298,교수님 강의력이 정말 좋습니다,수업,2,,교수 님 강의 력 정말 좋,1
2981,2981,2981,2594.0,0.0,19.0,이선호,80,0,수리통계학1,1079738,1,1299,"많이 남는 수업입니다 시험이 많지만 1, 2차 시험 망해도 3차때 잘보면 충분히 성적뒤집기 가능해서 좋아요",수업,3,,많이 남 수업 입니다 시험 많 지만 차 시험 망해도 차 잘 면 충분히 성적 뒤집 기 가능 해서 좋,1
2982,2982,2982,2594.0,0.0,19.0,이선호,80,0,수리통계학1,1079738,1,1299,"많이 남는 수업입니다 시험이 많지만 1, 2차 시험 망해도 3차때 잘보면 충분히 성적뒤집기 가능해서 좋아요",학점,2,,많이 남 수업 입니다 시험 많 지만 차 시험 망해도 차 잘 면 충분히 성적 뒤집 기 가능 해서 좋,1
2983,2983,2983,2594.0,0.0,19.0,이선호,80,0,수리통계학1,1079738,1,1299,"많이 남는 수업입니다 시험이 많지만 1, 2차 시험 망해도 3차때 잘보면 충분히 성적뒤집기 가능해서 좋아요",시험,1,,많이 남 수업 입니다 시험 많 지만 차 시험 망해도 차 잘 면 충분히 성적 뒤집 기 가능 해서 좋,1
2984,2984,2984,2598.0,0.0,19.0,이선호,100,2,수리통계학1,1079738,1,1300,과제는 5번 내주셨고 시험도 3번인데 시험3번인 만큼 범위는 줄어서 공부하는데 큰 부담 없었습니다,시험,2,,과제 번 내주 셨 시험 도 번 인데 시험 번 인 만큼 범위 줄 어서 공부 데 큰 부담,1
2985,2985,2985,2598.0,0.0,19.0,이선호,100,2,수리통계학1,1079738,1,1300,과제는 5번 내주셨고 시험도 3번인데 시험3번인 만큼 범위는 줄어서 공부하는데 큰 부담 없었습니다,과제,1,,과제 번 내주 셨 시험 도 번 인데 시험 번 인 만큼 범위 줄 어서 공부 데 큰 부담,1
2986,2986,2986,2599.0,0.0,19.0,이선호,100,2,수리통계학1,1079738,1,1301,과제는 연습문제중 답이 나와있지 않은 문제들로 선별해서 내주셨고 시험은 난이도가 그렇게 높진 않았습니다,과제,1,,과제 연습 문제 중 답 나와 문제 로 선별 해서 내 셨 시험 난이도 그렇게 높 진 았,0
2987,2987,2987,2599.0,0.0,19.0,이선호,100,2,수리통계학1,1079738,1,1301,과제는 연습문제중 답이 나와있지 않은 문제들로 선별해서 내주셨고 시험은 난이도가 그렇게 높진 않았습니다,시험,2,,과제 연습 문제 중 답 나와 문제 로 선별 해서 내 셨 시험 난이도 그렇게 높 진 았,0
2988,2988,2988,2605.0,0.0,19.0,이선호,100,4,수리통계학1,1079738,1,1302,"시험은 1차, 2차, 3차 해서 총 3번 봅니다시험 난이도가 있으나 부분점수를 그런대로 많이 주십니다점수 분포를 보면 상위권과 하위권이 두드러지게 나눠져있습니다과제는 책에 있는 연습문제들을 풀어서 제출하는 것입니다교수님 강의 내용이 조금 어렵긴해도 강의력은 좋으십니다",교수,1,,시험 차 차 차 해서 총 번 봅니다 시험 난이도 으나 부분 점수 그런대로 많이 십니다 점수 분포 면 상위 권 과 하위 권 두드러지 게 나눠져 과제 책 연습 문제 풀 어서 제출 입니다 교수 님 강의 내용 조금 어렵 긴 해도 강의 력 좋 으십니다,1
2989,2989,2989,2605.0,0.0,19.0,이선호,100,4,수리통계학1,1079738,1,1302,"시험은 1차, 2차, 3차 해서 총 3번 봅니다시험 난이도가 있으나 부분점수를 그런대로 많이 주십니다점수 분포를 보면 상위권과 하위권이 두드러지게 나눠져있습니다과제는 책에 있는 연습문제들을 풀어서 제출하는 것입니다교수님 강의 내용이 조금 어렵긴해도 강의력은 좋으십니다",수업,4,,시험 차 차 차 해서 총 번 봅니다 시험 난이도 으나 부분 점수 그런대로 많이 십니다 점수 분포 면 상위 권 과 하위 권 두드러지 게 나눠져 과제 책 연습 문제 풀 어서 제출 입니다 교수 님 강의 내용 조금 어렵 긴 해도 강의 력 좋 으십니다,1
2990,2990,2990,2605.0,0.0,19.0,이선호,100,4,수리통계학1,1079738,1,1302,"시험은 1차, 2차, 3차 해서 총 3번 봅니다시험 난이도가 있으나 부분점수를 그런대로 많이 주십니다점수 분포를 보면 상위권과 하위권이 두드러지게 나눠져있습니다과제는 책에 있는 연습문제들을 풀어서 제출하는 것입니다교수님 강의 내용이 조금 어렵긴해도 강의력은 좋으십니다",시험,3,,시험 차 차 차 해서 총 번 봅니다 시험 난이도 으나 부분 점수 그런대로 많이 십니다 점수 분포 면 상위 권 과 하위 권 두드러지 게 나눠져 과제 책 연습 문제 풀 어서 제출 입니다 교수 님 강의 내용 조금 어렵 긴 해도 강의 력 좋 으십니다,1
2991,2991,2991,2605.0,0.0,19.0,이선호,100,4,수리통계학1,1079738,1,1302,"시험은 1차, 2차, 3차 해서 총 3번 봅니다시험 난이도가 있으나 부분점수를 그런대로 많이 주십니다점수 분포를 보면 상위권과 하위권이 두드러지게 나눠져있습니다과제는 책에 있는 연습문제들을 풀어서 제출하는 것입니다교수님 강의 내용이 조금 어렵긴해도 강의력은 좋으십니다",과제,2,,시험 차 차 차 해서 총 번 봅니다 시험 난이도 으나 부분 점수 그런대로 많이 십니다 점수 분포 면 상위 권 과 하위 권 두드러지 게 나눠져 과제 책 연습 문제 풀 어서 제출 입니다 교수 님 강의 내용 조금 어렵 긴 해도 강의 력 좋 으십니다,1
2992,2992,2992,2544.0,3.0,19.0,문동호,20,3,선형대수학1,1079755,1,1303,문동호 교수 악평을 들은 적이 있어서 아니다 싶으면 철회하려 했는데 수업 들어가보니 은근 잘 가르치고(물론 다른 강의평들은 수업에 항상 화가 나있다라고 하지만 본인은 별로 신경 안쓰는편이라) 적당히 재미도 있었음,수업,2,,문동호 교수 악평 적 어서 다 싶 으면 철회 려 했 는데 수업 들어가 니 은근 잘 가르치 물론 다른 강의 평 수업 항상 화 다 라고 지만 본인 별로 신경 안 쓰 편 라 적당히 재미 도,1
2993,2993,2993,2544.0,3.0,19.0,문동호,20,3,선형대수학1,1079755,1,1303,문동호 교수 악평을 들은 적이 있어서 아니다 싶으면 철회하려 했는데 수업 들어가보니 은근 잘 가르치고(물론 다른 강의평들은 수업에 항상 화가 나있다라고 하지만 본인은 별로 신경 안쓰는편이라) 적당히 재미도 있었음,교수,1,,문동호 교수 악평 적 어서 다 싶 으면 철회 려 했 는데 수업 들어가 니 은근 잘 가르치 물론 다른 강의 평 수업 항상 화 다 라고 지만 본인 별로 신경 안 쓰 편 라 적당히 재미 도,1
2994,2994,2994,2624.0,1.0,19.0,이승연,20,1,표본조사론,1079757,1,1304,이해력이 좋아도 겨우 이해할만한 내용이 많은데 이승연 교수님 자체가 워낙 수업 따라가기가 힘들어서,수업,2,,이해력 좋 아도 겨우 이해 할 만 내용 많 은데 이승연 교수 님 자체 워낙 수업 따라가 기 힘들 어서,-1
2995,2995,2995,2624.0,1.0,19.0,이승연,20,1,표본조사론,1079757,1,1304,이해력이 좋아도 겨우 이해할만한 내용이 많은데 이승연 교수님 자체가 워낙 수업 따라가기가 힘들어서,교수,1,,이해력 좋 아도 겨우 이해 할 만 내용 많 은데 이승연 교수 님 자체 워낙 수업 따라가 기 힘들 어서,-1
2996,2996,2996,2627.0,1.0,19.0,이승연,20,1,표본조사론,1079757,1,1305,시험에는 공식을 죄다 주시기 때문에 공식 외우느라 고생은 안하지만 결국 공부한 사람보다 공부 안한 사람 성적이 올라갈 수 있으니 주의,학점,2,,시험 공식 죄다 시 기 때문 공식 외우 느라 고생 안 지만 결국 공부 보다 공부 안 성적 올라갈 으니 주의,-1
2997,2997,2997,2627.0,1.0,19.0,이승연,20,1,표본조사론,1079757,1,1305,시험에는 공식을 죄다 주시기 때문에 공식 외우느라 고생은 안하지만 결국 공부한 사람보다 공부 안한 사람 성적이 올라갈 수 있으니 주의,시험,1,,시험 공식 죄다 시 기 때문 공식 외우 느라 고생 안 지만 결국 공부 보다 공부 안 성적 올라갈 으니 주의,-1
2998,2998,2998,2825.0,0.0,18.0,이권용,100,0,고체역학,1079766,1,1306,교수님께서 수업시간때 말씀하신 부분에서 시험이 출제되므로 해당되는 부분에 대한 연습문제를 모두 풀어보면 좋은 성적 기대할 수 있습니다,학점,3,,교수 님 께서 수업 시간 말씀 신 부분 에서 시험 출제 므로 해당 부분 대한 연습 문제 모두 풀 어 면 좋 성적 기대 할,0
2999,2999,2999,2825.0,0.0,18.0,이권용,100,0,고체역학,1079766,1,1306,교수님께서 수업시간때 말씀하신 부분에서 시험이 출제되므로 해당되는 부분에 대한 연습문제를 모두 풀어보면 좋은 성적 기대할 수 있습니다,시험,2,,교수 님 께서 수업 시간 말씀 신 부분 에서 시험 출제 므로 해당 부분 대한 연습 문제 모두 풀 어 면 좋 성적 기대 할,0
3000,3000,3000,2825.0,0.0,18.0,이권용,100,0,고체역학,1079766,1,1306,교수님께서 수업시간때 말씀하신 부분에서 시험이 출제되므로 해당되는 부분에 대한 연습문제를 모두 풀어보면 좋은 성적 기대할 수 있습니다,수업,4,,교수 님 께서 수업 시간 말씀 신 부분 에서 시험 출제 므로 해당 부분 대한 연습 문제 모두 풀 어 면 좋 성적 기대 할,0
3001,3001,3001,2825.0,0.0,18.0,이권용,100,0,고체역학,1079766,1,1306,교수님께서 수업시간때 말씀하신 부분에서 시험이 출제되므로 해당되는 부분에 대한 연습문제를 모두 풀어보면 좋은 성적 기대할 수 있습니다,교수,1,,교수 님 께서 수업 시간 말씀 신 부분 에서 시험 출제 므로 해당 부분 대한 연습 문제 모두 풀 어 면 좋 성적 기대 할,0
3002,3002,3002,2826.0,0.0,20.0,이권용,100,1,고체역학,1079766,1,1307,강의력은 솔직히 많이 떨어지지만 확실히 아는건 엄청 많아보이는데 이걸 다 표현하지 못하는 그런느낌이고 대신 과제가 걍 없다 보면되서 과제에대한 시간낭비 스트레스를 줄일 수 있다 그냥 교수님이 설명해주시는 부분 다시 복습하면서 예제랑 뒤에 연습문제 풀고 족보 풀면 무조건 에이플나오는 과목,교수,1,,강의 력 솔직히 많이 떨어지 지만 확실히 아 건 엄청 많 아 보이 는데 이걸 다 표현 못하 그런 느낌 대신 과제 걍 다 면 서 과제 대한 시간 낭비 스트레스 줄일 다 그냥 교수 님 설명 해 시 부분 다시 복습 면서 예제 랑 뒤 연습 문제 풀 족보 풀 면 무조건 에이 플 나오 과목,0
3003,3003,3003,2826.0,0.0,20.0,이권용,100,1,고체역학,1079766,1,1307,강의력은 솔직히 많이 떨어지지만 확실히 아는건 엄청 많아보이는데 이걸 다 표현하지 못하는 그런느낌이고 대신 과제가 걍 없다 보면되서 과제에대한 시간낭비 스트레스를 줄일 수 있다 그냥 교수님이 설명해주시는 부분 다시 복습하면서 예제랑 뒤에 연습문제 풀고 족보 풀면 무조건 에이플나오는 과목,과제,2,,강의 력 솔직히 많이 떨어지 지만 확실히 아 건 엄청 많 아 보이 는데 이걸 다 표현 못하 그런 느낌 대신 과제 걍 다 면 서 과제 대한 시간 낭비 스트레스 줄일 다 그냥 교수 님 설명 해 시 부분 다시 복습 면서 예제 랑 뒤 연습 문제 풀 족보 풀 면 무조건 에이 플 나오 과목,0
3004,3004,3004,2826.0,0.0,20.0,이권용,100,1,고체역학,1079766,1,1307,강의력은 솔직히 많이 떨어지지만 확실히 아는건 엄청 많아보이는데 이걸 다 표현하지 못하는 그런느낌이고 대신 과제가 걍 없다 보면되서 과제에대한 시간낭비 스트레스를 줄일 수 있다 그냥 교수님이 설명해주시는 부분 다시 복습하면서 예제랑 뒤에 연습문제 풀고 족보 풀면 무조건 에이플나오는 과목,수업,3,,강의 력 솔직히 많이 떨어지 지만 확실히 아 건 엄청 많 아 보이 는데 이걸 다 표현 못하 그런 느낌 대신 과제 걍 다 면 서 과제 대한 시간 낭비 스트레스 줄일 다 그냥 교수 님 설명 해 시 부분 다시 복습 면서 예제 랑 뒤 연습 문제 풀 족보 풀 면 무조건 에이 플 나오 과목,0
3005,3005,3005,2827.0,0.0,20.0,이권용,80,2,고체역학,1079766,1,1308,들을 땐 이 교수님이 대체 어떻게 교수를 하고 있나 하지만다 듣고 학점을 받으면 사랑하게 되는 교수님,학점,2,,땐 교수 님 대체 어떻게 교수 지만 다 듣 학점 받 으면 사랑 게 교수 님,1
3006,3006,3006,2827.0,0.0,20.0,이권용,80,2,고체역학,1079766,1,1308,들을 땐 이 교수님이 대체 어떻게 교수를 하고 있나 하지만다 듣고 학점을 받으면 사랑하게 되는 교수님,교수,1,,땐 교수 님 대체 어떻게 교수 지만 다 듣 학점 받 으면 사랑 게 교수 님,1
3007,3007,3007,2833.0,0.0,18.0,이권용,100,6,고체역학,1079766,1,1309,수업 첫날에도 교수님께 공업역학 안들은 사람은 듣지 않는것이 좋다고 경고하십니다,교수,1,,수업 첫날 도 교수 님 께 공업 역학 안 듣 좋 다고 경고 십니다,1
3008,3008,3008,2833.0,0.0,18.0,이권용,100,6,고체역학,1079766,1,1309,수업 첫날에도 교수님께 공업역학 안들은 사람은 듣지 않는것이 좋다고 경고하십니다,수업,2,,수업 첫날 도 교수 님 께 공업 역학 안 듣 좋 다고 경고 십니다,1
